sent_id	word_char	upos	character_token_n	stroke_n
A010001	大	a	1	3
A010001	墙	n	1	14
A010001	内外	f	2	9
A010001	北京市	ns	3	18
A010001	监狱	n	2	19
A010001	纪实	n	2	14
A010001	三	m	1	3
A010002	田	nr	1	5
A010002	珍颖	nr	2	22
A010003	或许	d	2	14
A010003	严	nr	1	7
A010003	同已	nr	2	9
A010003	在	p	1	6
A010003	这	r	1	7
A010003	忙碌	a	2	19
A010003	中	f	1	4
A010003	开始	v	2	12
A010003	算清	v	2	25
A010003	了	u	1	2
A010003	为	p	1	4
A010003	那	r	1	6
A010003	九十万	m	3	7
A010003	斤	q	1	4
A010003	粮票	n	2	24
A010003	他	r	1	5
A010003	应	v	1	7
A010003	付出	v	2	10
A010003	的	u	1	8
A010003	巨大	a	2	7
A010003	代价	n	2	11
A010004	又	d	1	2
A010004	从	p	1	4
A010004	学习	v	2	11
A010004	着	u	1	11
A010004	学校	n	2	18
A010004	从未	d	2	9
A010004	学	v	1	8
A010004	过	u	1	6
A010004	知识	n	2	15
A010004	人生	n	2	7
A010005	就	p	1	12
A010005	肖	nr	1	7
A010005	立	nr	1	5
A010005	个人	n	2	5
A010005	而言	u	2	13
A010005	走	v	1	7
A010005	一	m	1	1
A010005	条	q	1	7
A010005	悲剧	n	2	22
A010005	式	k	1	6
A010005	路	n	1	13
A010006	若	c	1	8
A010006	社会	n	2	13
A010006	角度	n	2	16
A010006	来看	v	2	16
A010006	判刑	v	2	13
A010006	是	v	1	9
A010006	教育	vn	2	19
A010006	失败	vn	2	13
A010006	家庭	n	2	19
A010007	父母	n	2	9
A010007	期望	vn	2	23
A010007	儿子	n	2	5
A010007	成	v	1	6
A010007	龙	n	1	8
A010008	重点	n	2	18
A010008	中学	n	2	12
A010008	学生	n	2	13
A010008	桂冠	n	2	19
A010008	使	v	1	8
A010008	一门心思	l	4	17
A010008	把	p	1	7
A010008	自己	r	2	9
A010008	前途	n	2	19
A010008	和	c	1	8
A010008	清华	j	2	17
A010008	北大	j	2	8
A010008	紧	d	1	10
A010008	连	v	1	7
A010008	一起	s	2	11
A010008	踌躇满志	i	4	52
A010008	觉得	v	2	20
A010008	胜券	n	2	17
A010008	在握	v	2	18
A010009	但是	c	2	16
A010009	高中	n	2	14
A010009	毕业	v	2	11
A010009	体检表	n	3	26
A010009	上	f	1	3
A010009	色盲	n	2	14
A010009	二	m	1	2
A010009	字	n	1	6
A010009	打	v	1	5
A010009	得	u	1	11
A010009	晕头转向	i	4	29
A010009	不得已	ad	3	18
A010009	报	v	1	7
A010009	师范	n	2	14
A010009	院校	n	2	19
A010009	尽管	c	2	20
A010009	录取	v	2	16
A010009	师范大学	n	4	25
A010009	依然	d	2	20
A010009	全国	n	2	14
A010009	但	c	1	7
A010009	已	d	1	3
A010009	宝塔	n	2	20
A010009	顶	ng	1	8
A010009	跌落	v	2	24
A010009	下来	v	2	10
A010010	入学	v	2	10
A010010	后	f	1	6
A010010	从不	d	2	8
A010010	佩戴	v	2	25
A010010	校徽	n	2	27
A010010	未来	t	2	12
A010010	孩子王	n	3	16
A010010	终日	m	2	12
A010010	恹恹	z	2	18
A010010	感到	v	2	21
A010010	活	v	1	9
A010010	无味	a	2	12
A010011	每日	r	2	11
A010011	回到	v	2	14
A010011	离	v	1	10
A010011	校	ng	1	10
A010011	很	d	1	9
A010011	近	a	1	7
A010011	家里	s	2	17
A010011	咀嚼	v	2	28
A010011	孤独	an	2	17
A010012	关	v	1	6
A010012	小	a	1	3
A010012	屋里	s	2	16
A010012	做出	v	2	16
A010012	认真	ad	2	14
A010012	读书	v	2	14
A010012	样子	n	2	13
A010012	瞒哄	v	2	24
A010012	而	c	1	6
A010012	实际上	d	3	18
A010012	正在	u	2	11
A010012	无望	v	2	15
A010012	挣扎	v	2	13
A010013	经常	d	2	19
A010013	旷课	v	2	17
A010013	却	d	1	7
A010013	告诉	v	2	14
A010013	今日	t	2	8
A010013	无	v	1	4
A010013	课	n	1	10
A010014	没有	d	2	13
A010014	大学	n	2	11
A010014	对	p	1	5
A010014	憧憬	vn	2	30
A010014	被	p	1	10
A010014	欺骗	vn	2	24
A010014	他们	r	2	10
A010014	不	d	1	4
A010014	知道	v	2	22
A010014	枕	ng	1	8
A010014	下	f	1	3
A010014	放	v	1	8
A010014	满	v	1	13
A010014	武侠小说	n	4	28
A010014	黄色	n	2	17
A010014	书刊	n	2	9
A010015	直到	v	2	16
A010015	四	m	1	5
A010015	年级	n	2	12
A010015	快	d	1	7
A010015	时	ng	1	7
A010015	门	q	1	3
A010015	功课	n	2	15
A010015	及格	v	2	13
A010015	现实	n	2	16
A010015	一下	m	2	4
A010015	压垮	v	2	15
A010016	茫然	an	2	21
A010016	想到	v	2	21
A010016	死	v	1	6
A010017	前	f	1	9
A010017	犹豫	an	2	22
A010017	忽然	d	2	20
A010017	享受	v	2	16
A010017	爱情	n	2	21
A010017	欢乐	an	2	11
A010017	于是	c	2	12
A010017	魔鬼	n	2	29
A010017	般	u	1	10
A010017	地	u	1	6
A010017	扑	v	1	5
A010017	向	p	1	6
A010017	邻居	n	2	15
A010017	一个	m	2	4
A010017	女孩子	n	3	15
A010017	惊慌	an	2	23
A010017	残忍	a	2	16
A010017	昏	v	1	8
A010017	女	b	1	3
A010017	孩儿	n	2	11
A010017	跌跌撞撞	z	4	54
A010017	逃	v	1	9
A010017	出	v	1	5
A010017	小屋	n	2	12
A010018	当	p	1	6
A010018	我	r	1	7
A010018	女孩	n	2	12
A010018	儿时	t	2	9
A010018	以为	v	2	8
A010018	能	v	1	10
A010018	可是	c	2	14
A010018	她	r	1	6
A010018	没	v	1	7
A010018	慌	a	1	12
A010018	束手无策	i	4	27
A010018	一会儿	m	3	9
A010018	脑子	n	2	13
A010018	里	f	1	7
A010018	片	q	1	4
A010018	空白	n	2	13
A010018	小声	vd	2	10
A010018	叙述	v	2	17
A010018	当时	t	2	13
A010018	犯罪	v	2	18
A010018	情景	n	2	23
A010018	低下	a	2	10
A010018	头	n	1	5
A010018	去	v	1	5
A010019	以	p	1	4
A010019	强奸	v	2	18
A010019	杀人罪	n	3	21
A010019	判	v	1	7
A010019	死刑	n	2	12
A010019	缓期	v	2	24
A010019	年	q	1	6
A010019	执行	vn	2	20
A010020	血	n	1	6
A010020	事实	n	2	16
A010020	面前	f	2	18
A010020	认罪	v	2	17
A010020	伤	v	1	6
A010020	重	a	1	9
A010021	给	p	1	9
A010021	检察长	n	3	29
A010021	信	n	1	9
A010021	写道	v	2	19
A010021	罪行	n	2	19
A010021	处以	v	2	9
A010021	极刑	n	2	13
A010021	也	d	1	3
A010021	过分	a	2	10
A010022	约定	v	2	14
A010022	第二	m	2	13
A010022	次	q	1	6
A010022	谈话	n	2	18
A010022	分析	v	2	12
A010022	原因	n	2	16
A010023	说	v	1	9
A010023	如果	c	2	14
A010023	可能	v	2	15
A010023	请	v	1	10
A010023	转告	v	2	15
A010023	老师	n	2	12
A010023	家长	n	2	14
A010023	不要	d	2	13
A010023	只用	v	2	10
A010023	成功	a	2	11
A010023	荣誉	n	2	22
A010023	激励	vn	2	23
A010023	青少年	n	3	18
A010023	应当	v	2	13
A010023	让	v	1	5
A010023	懂得	v	2	26
A010023	更	d	1	7
A010023	多	a	1	6
A010023	挫折	n	2	17
A010024	怀	v	1	7
A010024	深深	z	2	22
A010024	痛苦	an	2	20
A010024	番	q	1	12
A010024	话	n	1	8
A010025	立恰	nr	2	14
A010025	这个	r	2	10
A010025	折	v	1	7
A010025	锐气	n	2	16
A010025	找	v	1	7
A010025	不到	v	2	12
A010025	从此	d	2	10
A010025	步步	q	2	14
A010025	走向	v	2	13
A010025	深渊	n	2	22
A010026	如今	t	2	10
A010026	铁窗	n	2	22
A010026	教师	n	2	17
A010026	一样	a	2	11
A010026	犯人	n	2	7
A010027	反省	v	2	13
A010027	号	ng	1	6
A010027	间	q	1	7
A010027	办公室	n	3	17
A010027	叶	nr	1	5
A010027	洪祥	nr	2	19
A010028	个子	n	2	6
A010028	挺	d	1	9
A010028	高	a	1	10
A010028	曾	d	1	12
A010028	个	q	1	3
A010028	运动员	n	3	20
A010029	弃	vg	1	7
A010029	商	vg	1	11
A010029	而后	d	2	12
A010029	入狱	v	2	11
A010030	入	v	1	2
A010030	监	vg	1	10
A010030	队	n	1	4
A010030	期间	f	2	19
A010030	分配	v	2	14
A010030	到	v	1	8
A010030	杂务	n	2	11
A010030	担任	v	2	14
A010030	服法	v	2	16
A010030	并且	c	2	11
A010030	老实	a	2	14
A010030	可靠	a	2	20
A010030	人	n	1	2
A010031	恰	d	1	9
A010031	梦	n	1	11
A010031	年龄	n	2	19
A010031	二十	m	2	4
A010031	岁	q	1	6
A010032	时候	n	2	17
A010032	感情	n	2	24
A010032	不好	a	2	10
A010032	管	v	1	14
A010033	从小	d	2	7
A010033	差	a	1	9
A010033	特别	d	2	17
A010033	喜欢	v	2	18
A010033	无线电	n	3	17
A010033	一类	b	2	10
A010033	课外	b	2	15
A010033	书籍	n	2	24
A010033	这种	r	2	16
A010033	书	n	1	4
A010033	全	d	1	6
A010033	锁	v	1	12
A010033	起来	v	2	17
A010033	想	v	1	13
A010033	办法	n	2	12
A010033	拿	v	1	10
A010033	铁片	n	2	14
A010033	撬	v	1	15
A010033	开	v	1	4
A010034	可以	v	2	9
A010034	会	v	1	6
A010034	偷	v	1	11
A010034	东西	n	2	11
A010035	自觉	a	2	15
A010035	难堪	a	2	22
A010035	笑	v	1	10
A010035	苦	a	1	8
A010036	军官	n	2	14
A010036	父亲	n	2	13
A010036	学识	n	2	15
A010036	深	a	1	11
A010037	干部	n	2	13
A010037	母亲	n	2	14
A010037	能力	n	2	12
A010037	强	a	1	12
A010037	都	d	1	10
A010037	忽视	v	2	16
A010037	要	v	1	9
A010037	长大	v	2	7
A010037	孩子	n	2	12
A010037	怕	v	1	8
A010037	坏	a	1	7
A010037	少	a	1	4
A010037	零钱	n	2	23
A010037	致使	v	2	18
A010037	无法	v	2	12
A010037	参加	v	2	13
A010037	班	n	1	10
A010037	组织	v	2	16
A010037	郊游	v	2	20
A010038	同学	n	2	14
A010038	们	k	1	5
A010038	高高兴兴	z	4	32
A010038	踏青	vn	2	23
A010038	寻	v	1	6
A010038	秋	tg	1	9
A010038	独自	d	2	15
A010038	街巷	s	2	21
A010038	商店	n	2	19
A010038	闲逛	v	2	17
A010038	天	q	1	4
A010038	晚上	t	2	14
A010038	再	d	1	6
A010038	装	v	1	12
A010038	愉快	a	2	19
A010038	出现	v	2	13
A010039	有	v	1	6
A010039	虚荣心	n	3	24
A010039	求	v	1	7
A010039	别	d	1	7
A010039	别人	r	2	9
A010039	看见	v	2	13
A010040	怎么	r	2	12
A010041	考上	v	2	9
A010041	每月	r	2	11
A010041	除了	p	2	11
A010041	国家	n	2	18
A010041	发	v	1	5
A010041	十六	m	2	6
A010041	元	q	1	4
A010041	助学金	n	3	23
A010041	外	f	1	5
A010042	一九八五年	t	5	15
A010042	商品经济	n	4	37
A010042	金钱	n	2	18
A010042	活生生	z	3	19
A010042	抛	v	1	7
A010042	人们	n	2	7
A010043	校园	n	2	17
A010043	思考	v	2	15
A010043	今后	t	2	10
A010043	道路	n	2	27
A010044	囊中	s	2	26
A010044	艰涩	a	2	18
A010044	常	d	1	11
A010044	心里	s	2	11
A010045	不能	v	2	14
A010045	安于	v	2	9
A010045	清贫	a	2	19
A010045	生活	vn	2	14
A010046	申请	v	2	15
A010046	退学	v	2	17
A010046	一家	m	2	11
A010046	公司	n	2	9
A010046	任职	vn	2	17
A010047	埋头苦干	i	4	26
A010047	颇	d	1	11
A010047	成绩	n	2	17
A010048	送入	v	2	11
A010048	张	q	1	7
A010048	支票	n	2	15
A010049	那时	r	2	13
A010049	正	d	1	5
A010049	联系	v	2	19
A010049	承包	v	2	13
A010049	项	q	1	9
A010049	工程	n	2	15
A010049	急于	vd	2	12
A010049	用	v	1	5
A010049	钱	n	1	10
A010049	盗用	v	2	16
A010049	该	v	1	8
A010049	由	p	1	5
A010049	支配	v	2	14
A010050	单位	n	2	15
A010050	回家	v	2	16
A010050	放在	v	2	14
A010050	提包	n	2	17
A010050	准备	v	2	18
A010050	使用	v	2	13
A010050	这样	r	2	17
A010050	书包	n	2	9
A010050	盗走	v	2	18
A010050	后来	t	2	13
A010050	证据	n	2	18
A010051	刑期	n	2	18
A010051	十二	m	2	4
A010052	好像	v	2	19
A010052	棵	q	1	12
A010052	压	v	1	6
A010052	石头	n	2	10
A010052	草	n	1	19
A010052	按	p	1	9
A010052	希望	v	2	18
A010052	长	a	1	4
A010053	一直	d	2	9
A010053	自立	v	2	11
A010053	发挥	v	2	14
A010053	能量	n	2	22
A010054	好容易	d	3	23
A010054	挣脱	v	2	20
A010054	可	v	1	5
A010054	横冲直撞	i	4	44
A010054	疯长	v	2	13
A010055	真	d	1	10
A010055	刚刚	d	2	12
A010055	于	p	1	3
A010055	罪犯	n	2	18
A010055	苦涩	a	2	18
A010055	摇摇	v	2	26
A010056	告别	v	2	14
A010057	从来不	d	3	15
A010057	别的	r	2	15
A010057	攥	v	1	23
A010057	极	d	1	7
A010057	纸币	n	2	11
A010057	踟蹰	v	2	34
A010057	街头	s	2	17
A010057	畸形	n	2	20
A010057	自我	r	2	13
A010057	也许	d	2	9
A010057	幼小	a	2	8
A010057	萌芽	v	2	18
A010059	劳改	vn	2	14
A010059	局	n	1	7
A010059	副	b	1	11
A010059	局长	n	2	11
A010059	薛	nr	1	16
A010059	文璞	nr	2	20
A010059	位	q	1	7
A010059	六十	m	2	6
A010059	年代	n	2	11
A010059	大学生	n	3	16
A010059	穿	v	1	9
A010059	囚	vg	1	5
A010059	服	v	1	8
A010059	当代	t	2	11
A010059	痛惜	v	2	23
A010059	漫长	a	2	18
A010059	作	ng	1	7
A010059	来	v	1	7
A010059	价值	n	2	16
A010059	太	d	1	4
A010059	惨重	a	2	20
A010060	反面	n	2	13
A010060	正面	n	2	14
A010061	刑法	n	2	14
A010061	第九十	m	3	15
A010061	推翻	v	2	29
A010061	无产阶级	n	4	22
A010061	专政	n	2	13
A010061	政权	n	2	15
A010061	社会主义	n	4	21
A010061	制度	n	2	17
A010061	目的	n	2	13
A010061	危害	v	2	16
A010061	中华人民共和国	ns	7	39
A010061	行为	n	2	10
A010061	反革命	n	3	21
A010061	罪	n	1	13
A010062	列	v	1	6
A010062	各类	r	2	15
A010062	之	u	1	3
A010062	首	ng	1	9
A010063	关押	v	2	24
A010063	三十	m	2	5
A010063	名	q	1	6
A010063	犯	v	1	5
A010063	分散	v	2	16
A010063	几	m	1	2
A010063	中队	n	2	8
A010063	其它	r	2	13
A010063	刑事犯	n	3	19
A010063	编队	n	2	16
A010063	特殊	a	2	20
A010063	监禁	vn	2	23
A010063	或	c	1	8
A010063	隔离	vn	2	22
A010064	警官	n	2	27
A010064	改造	v	2	17
A010064	担子	n	2	11
A010064	倍	q	1	10
A010065	二百三十七	m	5	15
A010065	大型	b	2	12
A010065	其中	r	2	12
A010065	十三	m	2	5
A010066	尹	nr	1	4
A010066	志成	nr	2	13
A010066	介绍	v	2	12
A010066	情况	n	2	18
A010067	根据	p	2	21
A010067	各自	r	2	12
A010067	具体	ad	2	15
A010068	有的	r	2	14
A010068	种	q	1	9
A010068	盲目	a	2	13
A010068	优越感	n	3	31
A010068	奸淫	v	2	17
A010068	盗窃	v	2	20
A010068	等	u	1	12
A010069	还有	v	2	13
A010069	自	r	1	6
A010069	思想	n	2	22
A010069	管教	vn	2	25
A010069	看不起	v	3	23
A010069	为了	p	2	6
A010069	吃	v	1	6
A010069	馒头	n	2	19
A010069	有时	d	2	13
A010069	竟	d	1	11
A010070	特务	n	2	15
A010070	机关	n	2	12
A010070	任命	v	2	14
A010070	十	m	1	2
A010070	强词夺理	i	4	36
A010070	动不动	d	3	16
A010070	还	d	1	7
A010070	发脾气	v	3	21
A010070	孤立	a	2	13
A010071	大多数	m	3	22
A010071	法	j	1	8
A010071	表现	v	2	16
A010071	好	a	1	6
A010071	减	v	1	11
A010071	刑	n	1	6
A010072	狭小	a	2	12
A010072	进行	v	2	13
A010072	拘束	a	2	15
A010073	尤	nr	1	3
A010073	为民	nr	2	9
A010073	方	a	1	4
A010073	脸	n	1	11
A010073	身体	n	2	14
A010073	结实	a	2	17
A010073	简单	a	2	21
A010073	两	m	1	7
A010073	企图	v	2	14
A010073	厦门	ns	2	15
A010073	偷渡	v	2	23
A010073	对岸	s	2	14
A010074	第一	m	2	12
A010074	好奇	an	2	14
A010074	人家	r	2	12
A010074	那边	r	2	11
A010074	花花世界	i	4	28
A010075	看看	v	2	18
A010075	到底	d	2	16
A010075	什么	r	2	7
A010076	游	v	1	12
A010076	一会	m	2	7
A010076	转	v	1	8
A010077	时隔	v	2	19
A010077	跑	v	1	12
A010078	这次	r	2	13
A010078	打听	v	2	12
A010078	路线	n	2	21
A010078	经	p	1	8
A010078	艰辛	an	2	15
A010078	岸边	s	2	14
A010078	看到	v	2	17
A010078	撵	v	1	15
A010078	回来	v	2	13
A010079	听	v	1	7
A010079	搞	v	1	13
A010079	情报	n	2	18
A010079	赚钱	v	2	24
A010079	哪	r	1	9
A010079	方面	n	2	13
A010079	值钱	a	2	20
A010079	一心	d	2	5
A010079	设法	vd	2	14
A010080	赚	v	1	14
A010080	进	v	1	7
A010081	仅	d	1	4
A010081	小学	n	2	11
A010081	文化	n	2	8
A010081	程度	n	2	21
A010082	问及	v	2	9
A010082	关于	p	2	9
A010082	信仰	vn	2	15
A010082	问题	n	2	21
A010082	神情	n	2	20
A010082	如同	v	2	12
A010083	来到	v	2	15
A010083	六	m	1	4
A010084	年轻	a	2	15
A010084	陈	nr	1	7
A010084	辉	nr	1	12
A010084	中队长	n	3	12
A010084	陪同	vn	2	16
A010084	乃立	nr	2	7
A010084	讨论	v	2	11
A010084	人格	n	2	12
A010084	看法	n	2	17
A010085	二十一	m	3	5
A010085	沉静	a	2	21
A010085	内向	a	2	10
A010085	脸上	s	2	14
A010085	带	v	1	9
A010085	稚气	a	2	17
A010085	汽车	n	2	11
A010085	调度	vn	2	19
A010085	做梦	v	2	22
A010085	想不到	l	3	25
A010085	之内	f	2	7
A010085	而且	c	2	11
A010086	确实	ad	2	20
A010086	散发	v	2	17
A010086	传单	n	2	14
A010086	宣传	vn	2	15
A010087	托人	v	2	8
A010087	叛国	v	2	17
A010087	投敌	v	2	17
A010088	不满	a	2	17
A010089	亲戚	n	2	20
A010089	看	v	1	9
A010089	不少	m	2	8
A010089	文件	n	2	10
A010089	材料	n	2	17
A010089	过早	d	2	18
A010089	成熟	a	2	21
A010089	思维	n	2	20
A010089	看待	v	2	18
A010089	复杂	a	2	15
A010089	事物	n	2	16
A010089	得出	v	2	16
A010089	偏激	a	2	27
A010089	结论	n	2	15
A010089	从而	c	2	10
A010089	埋	v	1	10
A010089	种子	n	2	12
A010090	五	m	1	4
A010090	宣判	v	2	16
A010090	只有	c	2	11
A010090	算	d	1	14
A010090	苦恼	an	2	17
A010090	十分	d	2	6
A010090	接踵而来	i	4	40
A010091	先是	d	2	15
A010091	女友	n	2	7
A010091	结婚	v	2	20
A010091	压力	n	2	8
A010091	可想而知	i	4	32
A010092	加上	v	2	8
A010092	适应	v	2	16
A010092	一切	r	2	5
A010092	抵触	vn	2	21
A010092	失望	an	2	16
A010092	失去	v	2	10
A010092	下去	v	2	8
A010092	勇气	n	2	13
A010092	自杀	v	2	12
A010093	捡	v	1	10
A010093	块	q	1	7
A010093	碎	a	1	13
A010093	玻璃	n	2	23
A010093	悄悄地	z	3	26
A010093	吞	v	1	7
A020001	段	q	1	9
A020001	历史	n	2	9
A020001	作证	v	2	14
A020001	阿沛·阿旺晋美	nr	7	0
A020001	参观	v	2	14
A020001	西藏	ns	2	23
A020001	档案馆	n	3	31
A020002	温	nr	1	12
A020002	闽	nr	1	9
A020002	黄	nr	1	11
A020002	宝福	nr	2	21
A020002	继禹	nr	2	19
A020003	６月	t	2	0
A020003	７日	t	2	0
A020003	上午	t	2	7
A020003	阳光	n	2	12
A020003	明媚	a	2	20
A020003	晴空万里	l	4	30
A020004	作为	p	2	11
A020004	当年	t	2	12
A020004	签订	v	2	17
A020004	和平	n	2	13
A020004	解放	v	2	21
A020004	十七	m	2	4
A020004	协议	n	2	11
A020004	９	m	1	0
A020004	汉	j	1	5
A020004	藏	j	1	17
A020004	代表	n	2	13
A020004	唯一	b	2	12
A020004	健在者	n	3	24
A020004	委员长	n	3	19
A020004	自治区	n	3	18
A020004	回想	v	2	19
A020004	起	v	1	10
A020004	４０	m	2	0
A020004	一幕幕	m	3	27
A020005	中央	n	2	9
A020005	人民政府	l	4	24
A020005	李	nr	1	7
A020005	维汉	nr	2	16
A020005	经武	nr	2	16
A020005	国华	nr	2	14
A020006	阿沛	nr	2	14
A020006	站	v	1	10
A020006	一张张	m	3	15
A020006	照片	n	2	17
A020006	今天	t	2	8
A020006	仍然	d	2	18
A020006	有人	r	2	8
A020006	印章	n	2	16
A020006	争论不休	l	4	22
A020007	你们	r	2	12
A020007	嘛	y	1	16
A020007	我们	r	2	12
A020007	每个	r	2	10
A020007	亲笔	d	2	19
A020007	签名	v	2	19
A020007	上面	f	2	12
A020007	吗	y	1	6
A020008	卷	v	1	8
A020008	帙	q	1	8
A020008	浩瀚	a	2	29
A020008	显得	v	2	20
A020008	精神抖擞	i	4	46
A020009	仔细	a	2	13
A020009	观看	v	2	15
A020009	元朝	t	2	16
A020009	新	a	1	12
A020009	中国	ns	2	12
A020009	成立	v	2	11
A020009	一件件	m	3	13
A020009	文物	n	2	12
A020010	十四	m	2	7
A020010	世	q	1	5
A020010	达赖喇嘛	n	4	47
A020010	丹增嘉措	nr	4	44
A020010	献给	v	2	22
A020010	毛	nr	1	4
A020010	主席	n	2	15
A020010	颂词	n	2	17
A020010	面带微笑	l	4	41
A020010	周围	f	2	15
A020010	真迹	n	2	19
A020010	藏文	nz	2	21
A020010	诗歌	n	2	22
A020010	意思	n	2	22
A020010	席	ng	1	10
A020010	象征	n	2	19
A020011	丹增	nr	2	19
A020011	镶	v	1	22
A020011	深情	n	2	22
A020011	发自	v	2	11
A020011	内心	n	2	8
A020012	讲解	vn	2	19
A020012	赢	v	1	17
A020012	掌声	n	2	19
A020013	接着	c	2	22
A020013	不仅如此	l	4	20
A020013	献	v	1	13
A020013	同时	n	2	13
A020013	画师	n	2	14
A020013	强巴	nr	2	16
A020013	画	v	1	8
A020013	幅	q	1	12
A020013	精美	a	2	23
A020013	画像	n	2	21
A020013	并	c	1	6
A020013	饰	v	1	8
A020013	金边	ns	2	13
A020013	这里	r	2	14
A020013	细节	n	2	13
A020014	顿	q	1	10
A020014	记者	n	2	13
A020014	黑暗	an	2	25
A020014	光明	n	2	14
A020014	获得	v	2	21
A020015	棉花	n	2	19
A020015	姑娘	n	2	18
A020015	出嫁	v	2	18
A020015	记	v	1	5
A020016	彭	nr	1	12
A020016	同聚	nr	2	20
A020016	周	nr	1	8
A020016	春芳	nr	2	16
A020016	王	nr	1	4
A020016	树壮	nr	2	15
A020017	１２月	t	3	0
A020017	１２日	t	3	0
A020017	一大早	t	3	16
A020017	迎	v	1	7
A020017	亲	a	1	9
A020017	锣鼓	n	2	26
A020017	晋县	ns	2	17
A020017	北寺村	ns	3	18
A020017	振学	nr	2	18
A020017	老汉	n	2	11
A020017	家	n	1	10
A020017	闹	v	1	8
A020017	够	v	1	11
A020017	红火	a	2	10
A020018	新娘	n	2	22
A020018	英改	nr	2	15
A020018	大件	n	2	9
A020018	陪	v	1	10
A020018	送	v	1	9
A020018	袋	q	1	11
A020018	８３	m	2	0
A020018	６	m	1	0
A020018	良种	b	2	16
A020018	４００	m	3	0
A020018	本	q	1	5
A020018	科技	n	2	16
A020018	套	q	1	10
A020018	夏	tg	1	10
A020018	播	v	1	15
A020018	棉	ng	1	12
A020018	标本	n	2	14
A020019	第四	m	2	16
A020019	件	q	1	6
A020019	大红	b	2	9
A020019	喜	ag	1	12
A020019	镜框	n	2	26
A020019	指点	v	2	18
A020020	出席	v	2	15
A020020	省	n	1	9
A020020	人代会	j	3	13
A020020	留影	vn	2	25
A020020	党	n	1	10
A020020	领导人	n	3	19
A020020	接见	v	2	15
A020020	包括	v	2	14
A020020	在内	u	2	10
A020020	共青团	n	3	20
A020020	十二大	j	3	7
A020020	巨	ag	1	4
A020020	照	ng	1	13
A020021	妈	n	1	6
A020021	递	v	1	10
A020021	喜糖	n	2	28
A020021	去年	t	2	11
A020021	订	v	1	4
A020021	２０００	m	4	0
A020021	嫁妆	n	2	19
A020021	闺女	n	2	12
A020021	硬	d	1	12
A020021	逼	v	1	12
A020021	退	v	1	9
A020022	只要	c	2	14
A020022	这些	r	2	15
A020023	全新	b	2	18
A020023	陪嫁	n	2	23
A020023	婆家	n	2	21
A020023	东卓宿	ns	3	24
A020023	无异于	v	3	23
A020023	爆炸性	n	3	36
A020023	新闻	n	2	21
A020024	客	ng	1	9
A020025	洞房	n	2	17
A020025	挤	v	1	9
A020026	９时	t	2	0
A020026	３０分	t	3	0
A020026	闹新房	l	3	28
A020026	花样	n	2	17
A020027	小伙子	n	3	12
A020027	纷	ag	1	7
A020027	抢	v	1	15
A020028	疙瘩	n	2	22
A020029	８１	m	2	0
A020029	范	nr	1	8
A020029	老太太	n	3	14
A020029	指	v	1	9
A020029	问	v	1	6
A020029	光	d	1	6
A020029	结	v	1	9
A020029	桃	n	1	10
A020030	句	q	1	5
A020030	逗	v	1	10
A020030	前仰后合	i	4	27
A020031	六旬	m	2	10
A020031	赵	nr	1	9
A020031	造明	nr	2	18
A020031	数点	v	2	22
A020031	棉桃	n	2	22
A020031	算计	v	2	18
A020031	株距	n	2	21
A020031	密度	n	2	20
A020031	一时	t	2	8
A020031	忽略	v	2	19
A020031	寻根	v	2	16
A020031	底	f	1	8
A020031	亩产量	n	3	25
A020032	胡子	n	2	11
A020032	拉	v	1	8
A020032	茬	ng	1	9
A020032	媳妇	n	2	19
A020033	旁人	r	2	12
A020033	新婚	n	2	23
A020033	大小	n	2	6
A020033	才	d	1	3
A020033	解	v	1	13
A020033	围	ng	1	7
A020034	娘家人	n	3	22
A020034	恋	v	1	10
A020034	培育	v	2	19
A020034	５	m	1	0
A020034	品系	n	2	16
A020034	写	v	1	5
A020034	２０	m	2	0
A020034	篇	q	1	15
A020034	学术	n	2	13
A020034	论文	n	2	10
A020034	三八	m	2	5
A020034	红旗手	n	3	24
A020034	示范户	n	3	17
A020034	标兵	n	2	16
A020034	连连	d	2	14
A020034	举杯	v	2	17
A020034	庆贺	v	2	15
A020034	财神	n	2	16
A020035	亲人	n	2	11
A020035	宋	tg	1	7
A020035	村长	n	2	11
A020035	邀	vn	1	16
A020035	一块儿	d	3	10
A020035	讨教	v	2	16
A020036	丰产	v	2	10
A020036	性	ng	1	8
A020036	脱	v	1	11
A020036	铃	o	1	10
A020036	率	v	1	11
A020036	低	a	1	7
A020036	省里	n	2	16
A020036	明年	t	2	14
A020036	区域	n	2	15
A020036	试验	vn	2	18
A020036	乡亲	n	2	12
A020036	需要	v	2	23
A020036	提供	v	2	20
A020036	部分	m	2	14
A020037	一席话	n	3	19
A020037	满堂	n	2	24
A020038	村干部	n	3	20
A020038	明珠	nr	2	18
A020039	卓宿村	ns	3	26
A020039	盼	v	1	9
A020039	就是	v	2	21
A020040	支持	v	2	13
A020040	你	r	1	7
A020040	继续	v	2	21
A020040	搞好	v	2	19
A020040	研究	vn	2	16
A020041	村里	n	2	14
A020041	１０	m	2	0
A020041	亩	q	1	7
A020041	试验田	n	3	23
A020041	建	v	1	8
A020041	试验室	n	3	27
A020042	俺	r	1	10
A020042	早	ad	1	12
A020042	留下	v	2	13
A020042	４	m	1	0
A020042	婆婆	n	2	22
