sent_id	word_char	upos	character_token_n	stroke_n
A280007	疯病	n	2	19
A280008	皮肤病	n	3	23
A280008	研究所	n	3	24
A280008	麻风	n	2	15
A280008	学会	n	2	14
A280008	理事	n	2	19
A280008	干运	nr	2	10
A280008	一月	t	2	5
A280008	二十八日	t	4	10
A280008	防治	vn	2	14
A280008	麻风病	n	3	25
A280008	令人瞩目	l	4	29
A280008	成就	n	2	18
A280009	结核	n	2	19
A280009	梅毒	n	2	20
A280009	世界性	n	3	22
A280009	慢性	b	2	22
A280009	传染病	n	3	25
A280010	解放前	t	3	30
A280010	省份	n	2	15
A280010	逾	dg	1	12
A280010	致残	v	2	19
A280011	解放后	t	3	27
A280011	大规模	b	3	25
A280012	边远	b	2	12
A280012	省区	n	2	13
A280013	沿海地区	s	4	28
A280014	公布	v	2	9
A280014	全世界	n	3	20
A280014	比率	n	2	15
A280014	西欧	ns	2	14
A280014	发达国家	l	4	29
A280014	接近	v	2	18
A280015	勒夏	nr	2	21
A280015	超越	v	2	24
A280015	国界	n	2	17
A280017	猝死	v	2	17
A280018	实时	n	2	15
A280018	心室	n	2	13
A280018	恶性	b	2	18
A280018	心律	n	2	13
A280018	失常	a	2	16
A280018	源	ng	1	13
A280018	开辟	v	2	17
A280019	导管	n	2	20
A280019	食管	n	2	23
A280019	特定	b	2	18
A280019	探测	v	2	20
A280019	微电脑	n	3	28
A280019	征兆	n	2	14
A280019	判断	vn	2	18
A280020	心血管	n	3	24
A280021	１２９	m	3	0
A280021	验证	vn	2	17
A280021	简便	a	2	22
A280021	优点	n	2	15
A280021	常见	v	2	15
A280021	预防	v	2	16
A280022	强壮灵	nz	3	25
A280022	小儿	n	2	5
A280022	厌食	v	2	15
A280023	小宝宝	n	3	19
A280023	偏食	v	2	20
A280023	心急	a	2	13
A280023	发愁	v	2	18
A280023	焦虑	an	2	22
A280024	中药	n	2	13
A280024	冲剂	n	2	14
A280024	脾	n	1	12
A280024	虚	ag	1	11
A280024	厌食症	n	3	25
A280025	２８０	m	3	0
A280025	患儿	n	2	13
A280025	服用	v	2	13
A280025	有效率	n	3	27
A280025	百分之九十三点六	m	8	33
A280025	治愈率	n	3	32
A280025	百分之七十九点三	m	8	31
A280027	儿科	n	2	11
A280027	常见病	n	3	25
A280027	多发病	n	3	21
A280027	生长	vn	2	9
A280027	发育	vn	2	13
A280028	广安门	ns	3	12
A280028	邹	nr	1	7
A280028	治文	nr	2	12
A280028	研究员	n	3	23
A280028	卫生部	n	3	18
A280028	锌	n	1	12
A280029	整体	n	2	23
A280029	后天	n	2	10
A280029	依据	n	2	19
A280029	益	dg	1	10
A280029	固	vg	1	8
A280029	功效	n	2	15
A280029	食欲	n	2	20
A280029	免疫	vn	2	16
A280029	功能	n	2	15
A280029	身心健康	l	4	32
A280029	疗效	n	2	17
A280029	硫酸锌	n	3	38
A280029	对照	vn	2	18
A280030	动物	n	2	14
A280030	证实	v	2	15
A280030	确切	a	2	16
A280031	遗传	vn	2	18
A280031	流行病	n	3	26
A280032	遗传病	n	3	28
A280033	评估	v	2	14
A280034	１１１６．８万	m	7	0
A280034	框架	n	2	19
A280034	１２．６万	m	5	0
A280034	样本	n	2	15
A280035	摸清	v	2	24
A280035	频率	n	2	24
A280035	估算	v	2	21
A280035	基因	n	2	17
A280036	多发	a	2	11
A280036	智力	n	2	14
A280036	耳聋	vn	2	17
A280036	盲	ng	1	8
A280036	遗传学	n	3	26
A280036	近亲	n	2	16
A280036	婚配	vn	2	21
A280037	康复	vn	2	20
A280037	可信度	n	3	23
A280037	优生优育	l	4	25
A280037	参考	vn	2	14
A280038	求医	v	2	14
A280039	痢	v	1	12
A280039	泻	v	1	8
A280040	肠	n	1	7
A280040	溶	v	1	13
A280040	胶囊	n	2	32
A280040	剂	ng	1	8
A280041	丸	ng	1	3
A280041	西药	n	2	15
A280041	氟	n	1	9
A280041	哌	n	1	9
A280041	配制	v	2	18
A280042	中医院	n	3	20
A280043	细菌	n	2	19
A280043	痢疾	n	2	22
A280043	一两	m	2	8
A280043	治愈	v	2	21
A280043	腹痛	v	2	25
A280043	副作用	n	3	23
A280044	鉴定会	n	3	27
A280044	中成药	n	3	19
A280044	杆菌	n	2	18
A280044	效力	n	2	12
A280045	外伤	n	2	11
A280045	截瘫	v	2	29
A280045	新法	n	2	20
A280046	唐山市	ns	3	23
A280046	骨伤	n	2	15
A280046	培刚	nr	2	17
A280046	手法	n	2	12
A280047	症	ng	1	10
A280047	探索	v	2	21
A280047	实践	vn	2	20
A280047	出手	v	2	9
A280047	悟	vg	1	10
A280047	随手	d	2	15
A280047	探寻	v	2	17
A280047	辨别	v	2	23
A280047	病变	vn	2	18
A280047	独创	v	2	15
A280048	令人满意	l	4	33
A280048	生殖	vn	2	17
A280049	翻身	v	2	25
A280049	自理	v	2	17
A280050	类型	n	2	18
A280050	女性	n	2	11
A280050	客观	n	2	15
A280050	指数	n	2	22
A280051	骨科	n	2	18
A280051	天裕	nr	2	16
A280052	精神病	n	3	33
A280053	培虎	nr	2	19
A280053	太原市	ns	3	19
A280053	郝庄正	ns	3	20
A280053	专科	n	2	13
A280053	诊治	v	2	15
A280054	镇静剂	n	3	37
A280054	记忆力	n	3	11
A280054	减退	v	2	20
A280054	四肢	n	2	13
A280054	僵硬	an	2	27
A280054	后遗症	n	3	28
A280054	搜集	v	2	24
A280054	验方	n	2	14
A280054	中医药	n	3	20
A280054	主导	n	2	11
A280054	以柔克刚	i	4	26
A280054	醒	v	1	16
A280054	辨证	vd	2	23
A280054	研制	v	2	17
A280054	Ⅰ	m	1	0
A280054	Ⅱ	m	1	0
A280054	Ⅲ	m	1	0
A280054	配方	n	2	14
A280054	百分之九十	m	5	17
A280055	神经系统	l	4	33
A280055	神经衰弱	l	4	38
A280055	官能症	n	3	28
A280055	恐惧症	n	3	31
A280055	多疑	an	2	23
A280056	生物	n	2	13
A280056	波	j	1	8
A280056	治疗仪	n	3	20
A280057	ＢＭ	nx	2	0
A280057	Ｄ	nx	1	0
A280057	效	ng	1	10
A280057	百分之九十五	m	6	21
A280058	痛	dg	1	12
A280058	肩周炎	n	3	24
A280058	颈椎	n	2	23
A280058	头痛	a	2	17
A280058	咽喉	n	2	31
A280059	湿疹	n	2	22
A280059	过敏性	n	3	25
A280059	鼻炎	n	2	22
A280059	三叉神经	l	4	23
A280059	风湿	n	2	16
A280059	痔疮	n	2	20
A280059	前列腺	n	3	28
A280059	炎	ng	1	8
A280059	乳腺	n	2	21
A280059	小叶	n	2	8
A280059	增生	v	2	20
A280060	怪杰	n	2	16
A280060	坚胜	nr	2	16
A280061	胎儿	n	2	11
A280063	出生	v	2	10
A280063	婴儿	n	2	13
A280064	伦敦	ns	2	18
A280064	４１	m	2	0
A280064	怀孕	v	2	12
A280064	腹内	s	2	17
A280064	瓣	ng	1	19
A280066	４日	t	2	0
A280066	早产	v	2	18
A280068	分辨率	n	3	31
A280068	超声波	n	3	27
A280068	扫描仪	n	3	22
A280068	引导	vn	2	10
A280068	毫米	q	2	17
A280068	中空	s	2	12
A280068	腹	ng	1	13
A280068	子宫	n	2	12
A280068	胸膛	n	2	25
A280068	左	a	1	5
A280068	瓣膜	n	2	33
A280069	软管	n	2	22
A280069	针孔	n	2	11
A280069	插入	v	2	14
A280069	少量	m	2	16
A280069	生理盐水	l	4	30
A280069	顶端	n	2	22
A280069	球	n	1	11
A280069	撑	v	1	15
A290001	静悄悄	z	3	34
A290001	交易	n	2	14
A290001	开通	v	2	14
A290004	英文	nz	2	12
A290004	缩写	n	2	19
A290004	ＳＴＡＱ	nx	4	0
A290007	人声鼎沸	i	4	29
A290008	操作员	n	3	30
A290008	终端	n	2	22
A290008	显示器	n	3	30
A290009	屏气	v	2	13
A290009	静	a	1	14
A290011	操作台	n	3	28
A290011	节奏	n	2	14
A290012	发布	v	2	10
A290012	字幕	n	2	19
A290015	海口	ns	2	13
A290015	大城市	n	3	17
A290016	券种	n	2	17
A290016	１９８６	m	4	0
A290016	１９８７	m	4	0
A290016	１９８８	m	4	0
A290017	监控	vn	2	21
A290020	３分	t	2	0
A290021	ＮＯ	nx	2	0
A290022	轻轻	z	2	18
A290022	惋惜	a	2	22
A290024	信托	b	2	15
A290024	买进	v	2	13
A290024	创业	vn	2	11
A290024	５０万	m	3	0
A290024	面值	n	2	19
A290025	１１６．５０	m	6	0
A290025	谈判	v	2	17
A290025	１１６．２０	m	6	0
A290027	跳动	v	2	19
A290029	ＯＫ	nx	2	0
A290029	栏	n	1	9
A290031	情不自禁	i	4	34
A290033	干事	n	2	11
A290033	波明	nr	2	16
A290033	拨通	v	2	18
A290033	祝贺	v	2	18
A290034	无声无息	i	4	25
A290035	３２分	t	3	0
A290035	异地	n	2	22
A290036	海通	nz	2	20
A290037	１４０．３０	m	6	0
A290037	交易额	n	3	29
A290039	相距	v	2	20
A290039	１４６２	m	4	0
A290040	天方夜谭	i	4	30
A290042	区别	vd	2	11
A290042	有形	b	2	13
A290042	无形	b	2	11
A290043	乃至	c	2	8
A290044	第１４	m	3	0
A290044	３８５万	m	4	0
A290045	国债	n	2	18
A290045	基数	n	2	24
A290045	１００．６０	m	6	0
A290045	收市	v	2	11
A290046	史	ng	1	5
A290047	黄牌	n	2	23
A290047	曝光	v	2	25
A290050	山阳县	ns	3	21
A290050	村镇	n	2	22
A290050	宣传车	n	3	19
A290050	团团	d	2	12
A290050	围住	v	2	14
A290050	惊异	v	2	27
A290050	大字	n	2	9
A290050	黄牌警告	l	4	49
A290051	山阳	ns	2	14
A290052	商洛	ns	2	20
A290052	地委	n	2	14
A290054	适逢	v	2	19
A290054	众人	n	2	8
A290055	播音	vn	2	24
A290056	阮	nr	1	6
A290056	荣全	nr	2	15
A290056	最新	a	2	24
A290057	灰色	n	2	12
A290057	西服	n	2	14
A290057	动力	n	2	8
A290058	赵县	ns	2	16
A290059	奇怪	v	2	16
A290059	偌大	b	2	13
A290059	骤然	d	2	29
A290060	对面	vd	2	14
A290060	摆摊	v	2	26
A290061	过风楼乡	ns	4	26
A290061	郝	nr	1	9
A290061	庆余	nr	2	13
A290061	后辈	n	2	18
A290062	跟随	v	2	24
A290062	宣传部长	n	4	29
A290062	述政	nr	2	17
A290062	走遍	v	2	19
A290062	行程	n	2	18
A290062	节育	vn	2	13
A290063	事主	n	2	13
A290063	喊声	n	2	19
A290063	甫	d	1	7
A290063	飞车	n	2	7
A290063	勇士	n	2	12
A290063	制服	n	2	16
A290063	凶	ng	1	4
A290063	徒	ng	1	10
A290064	迅	nr	1	16
A290065	警力	n	2	21
A290065	刀枪	n	2	10
A290065	歹徒	n	2	14
A290066	６时	t	2	0
A290066	东山口	ns	3	16
A290066	农林	nz	2	14
A290066	电影院	n	3	29
A290068	呼喊	vn	2	20
A290069	弹簧	n	2	28
A290069	刀	n	1	2
A290069	狂奔	v	2	15
A290069	身背	v	2	16
A290069	旅行包	n	3	21
A290069	穷追	v	2	16
A290070	车流	n	2	14
A290070	挥动	v	2	15
A290070	利刃	n	2	10
A290070	状	ng	1	6
A290070	大沙头	ns	3	15
A290071	声响	n	2	16
A290071	驾	v	1	8
A290071	摩托车	n	3	25
A290072	金城	ns	2	17
A290072	宾馆	n	2	21
A290072	喝道	v	2	26
A290073	露	v	1	21
A290073	搏斗	v	2	17
A290073	不可避免	l	4	32
A290074	先发制人	i	4	21
A290074	拾	m	1	9
A290074	赤手空拳	i	4	29
A290074	架势	n	2	17
A290075	路人	n	2	15
A290076	警民	j	2	24
A290076	插翅难逃	i	4	41
A290076	相持	v	2	18
A290076	钢刀	n	2	11
A290077	蹚	x	1	0
A290077	掀翻	v	2	29
A290077	顽	ag	1	10
A290078	同伙	n	2	12
A290078	扒窃	vn	2	14
A290078	钱财	n	2	17
A290078	逼迫	vn	2	20
A290078	不遂	v	2	16
A290079	东山	ns	2	13
A290079	大队	n	2	7
A290079	耀锦	nr	2	33
A290079	海	nr	1	10
A290080	上下班	j	3	16
A290081	笛	ng	1	11
A290081	渔火	n	2	15
A290081	圣火	n	2	9
A290082	学东	nr	2	13
A290082	青华	nr	2	14
A290083	沈	j	1	7
A290083	渔港	n	2	23
A290084	万人空巷	i	4	22
A290084	成群结队	i	4	32
A290084	港滨的滨江	ns	5	52
A290085	信号弹	n	3	26
A290085	腾空而起	l	4	37
A290085	出身	v	2	12
A290085	省级	b	2	15
A290085	金康	nr	2	19
A290085	擎	v	1	16
A290085	火炬	n	2	12
A290085	滨江路	ns	3	32
A290086	停泊	v	2	19
A290086	彩旗	n	2	25
A290086	汽笛	n	2	18
A290086	船上	s	2	14
A290086	各式	r	2	12
A290086	桅灯	n	2	16
A290086	信号灯	n	3	21
A290086	探照灯	n	3	30
A290086	高层	n	2	17
A290086	霓虹灯	n	3	31
A290086	映照	v	2	22
A290086	波光	n	2	14
A290086	盈盈	z	2	18
A290086	海面	n	2	19
A290087	彩霞	nt	2	28
A290087	满目	n	2	18
A290088	渔家	n	2	21
A290088	礼节	n	2	10
A290089	传递	v	2	16
A290089	助兴	v	2	13
A290089	彩车	n	2	15
A290089	喝彩	vn	2	23
A290090	海岛	n	2	17
A290090	欢	vg	1	6
A290090	跃	vg	1	11
A290090	大黄鱼	n	3	22
A290090	车身	n	2	11
A290090	成鱼	n	2	14
A290090	体	ng	1	7
A290090	２．４	m	3	0
A290090	７．４	m	3	0
A290090	庞然大物	i	4	31
A290090	身披	v	2	15
A290090	甲	mg	1	5
A290090	栩栩如生	i	4	27
A290092	基隆	ns	2	22
A290092	澳	j	1	15
A290092	避风	v	2	20
A290093	征得	v	2	19
A290093	上岸	v	2	12
A290093	迎候	v	2	17
A290093	遗民	n	2	17
A290093	大幅	b	2	15
A290094	徽	ng	1	17
A290094	静候	v	2	24
A290095	船长	n	2	15
A290095	推迟	v	2	18
A290095	开拔	v	2	12
A290096	耽搁	v	2	22
A290096	９万	m	2	0
A290096	台币	n	2	9
A290098	山乡	n	2	11
A290099	志平	nr	2	12
A290100	１６日	t	3	0
A290101	济源	ns	2	22
A290101	机场	n	2	12
A290102	四方	n	2	9
A290102	乘客	n	2	19
A290102	急匆匆	d	3	19
A290102	郑州	ns	2	14
A290102	飞机票	n	3	20
A290103	打扮	v	2	12
A290103	机票	n	2	17
A290105	吃惊	a	2	17
A290107	老头	n	2	11
A290108	承留乡	ns	3	21
A290108	孔庄村	ns	3	17
A290108	凡贞	nr	2	9
A290109	６９	m	2	0
A290110	素田	nr	2	15
A290110	爽快	a	2	18
A290111	开开	nz	2	8
A290111	眼界	n	2	20
A290112	凡然	nr	2	15
A290112	老弟	n	2	13
A290113	农忙	n	2	12
A290113	种地	v	2	15
A290113	农闲	n	2	13
A290113	预制	vn	2	18
A290113	从来	d	2	11
A290113	玩玩	v	2	16
A290114	大哥	n	2	13
A290114	痒痒	a	2	22
A290115	老哥	n	2	16
A290115	嫂子	n	2	15
A290116	衣着	n	2	17
A290116	时髦	a	2	21
A290117	建连	nr	2	15
A290117	济水镇	ns	3	28
A290117	东街	n	2	17
A290118	今冬	t	2	9
A290118	哪些	r	2	17
A300001	虹	ng	1	9
A300001	钱塘江	ns	3	29
A300002	楠	nr	1	13
A300002	京龙	nr	2	16
A300003	在即	v	2	13
A300004	浙	j	1	10
A300004	赣	j	1	21
A300004	大桥	n	2	13
A300004	超期	v	2	24
A300005	铁路网	n	3	29
A300005	枢纽	n	2	15
A300006	关注	v	2	14
A300007	肩负	v	2	14
A300008	休假	v	2	17
A300008	三班倒	l	3	23
A300008	例外	v	2	13
A300009	燮培	nr	2	28
A300009	百分之五十八	m	6	21
A300010	公路桥	n	3	27
A300010	铁路桥	n	3	33
A300010	桥墩	n	2	25
A300011	水下	s	2	7
A300012	１７９２	m	4	0
A300012	２８６０	m	4	0
A300012	并肩	d	2	14
A300012	雄姿	n	2	21
A300013	通车	v	2	14
A300014	敞	v	1	12
A300014	太平洋	ns	3	18
A300014	喇叭口	n	3	20
A300015	奇观	n	2	14
A300015	夏历	n	2	14
A300015	月初	t	2	11
A300015	涨潮	v	2	25
A300015	平地	n	2	11
A300015	水坝	n	2	11
A300015	出海口	n	3	18
A300015	上游	f	2	15
A300015	奔腾	v	2	21
A300016	避开	v	2	20
A300016	先例	n	2	14
A300017	大自然	n	3	21
A300017	宣战	v	2	18
A300017	气魄	n	2	18
A300017	横贯	v	2	23
A300017	平方	q	2	9
A300017	拍击	v	2	13
A300017	惊	vd	1	11
A300017	涛	ng	1	10
A300017	雾	n	1	13
A300018	缆绳	n	2	23
A300019	枕头	n	2	13
A300019	箱子	n	2	18
A300020	卵石	n	2	12
A300020	一下子	m	3	7
A300020	掏空	v	2	19
A300021	稳住	v	2	21
A300022	桥面	n	2	19
A300022	浇筑	v	2	21
A300022	水泥板	n	3	20
A300022	吊装	v	2	18
A300022	模子	n	2	17
A300022	象飞	nr	2	14
A300022	燕	nr	1	16
A300022	展翅	v	2	20
A300022	延伸	v	2	13
A300022	翅膀	n	2	24
A300024	粗壮	a	2	17
A300024	德全	nr	2	21
A300025	７月份	t	3	0
A300025	一座座	m	3	21
A300025	好看	a	2	15
A300026	华星	nz	2	15
A300026	北岸	s	2	14
A300026	工场	n	2	9
A300026	分队长	n	3	12
A300027	引桥	n	2	14
A300027	向前	v	2	15
A300029	南岸	ns	2	18
A300029	红旗	n	2	20
A300031	师傅	n	2	18
A300031	笑呵呵	z	3	26
A300032	剪彩	v	2	22
A300033	嘻嘻哈哈	z	4	48
A300033	洗衣	v	2	15
A300035	简易	a	2	21
A300035	工房	n	2	11
A300037	汉水	ns	2	9
A300037	淮河	ns	2	19
A300037	川	ng	1	3
A300037	特大型	b	3	22
A300038	对联	n	2	17
A300038	写下	v	2	8
A300039	墨	ng	1	15
A300039	钱塘	ns	2	23
A300040	青春	n	2	17
A300040	史册	n	2	10
A300041	横批	n	2	22
A300042	将来	t	2	16
A300042	创举	n	2	15
A300043	臣	ng	1	6
A300044	宏伟	nr	2	13
A300044	水利	n	2	11
A300044	江清	nr	2	17
A300045	龙泉县	ns	3	24
A300045	境内	s	2	18
A300045	群山	n	2	21
A300045	起伏	v	2	16
A300045	窄	a	1	10
A300046	五十	m	2	6
A300046	油灯	n	2	14
A300047	长春	ns	2	13
A300047	启文	nr	2	11
A300048	荒无人烟	i	4	25
A300048	同事	n	2	14
A300048	水电站	n	3	19
A300048	４４０	m	3	0
A300049	新安江	ns	3	24
A300050	龙泉	nz	2	17
A300051	二话没说	l	4	26
A300051	分娩	v	2	14
A300053	竣工	v	2	15
A300053	收拾	v	2	15
A300053	行装	n	2	18
A300053	赶往	v	2	18
A300053	电站	n	2	15
A300054	经常性	n	3	27
A300054	搬迁	vn	2	19
A300054	卷铺盖	l	3	31
A300054	木箱	n	2	19
A300055	以至	c	2	10
A300056	五十五	m	3	10
A300056	那年	t	2	12
A300056	启	nr	1	7
A300056	文才	n	2	7
A300057	绝大多数	m	4	31
A300057	青山绿水	i	4	31
A300060	举家	n	2	19
A300060	老家	n	2	16
A300060	临行	v	2	15
A300060	人手	n	2	6
A300061	倾注	v	2	18
A300062	谈起	v	2	20
A300062	山山水水	l	4	24
A300062	眉飞色舞	i	4	32
A300063	内乱	n	2	11
A300064	难道	d	2	24
A300064	溪水	n	2	17
A300064	白白	d	2	10
A300064	流淌	v	2	21
A300064	么	y	1	3
A300065	工具包	n	3	16
A300065	干粮	n	2	16
A300065	连绵	z	2	18
A300065	站址	n	2	17
A300066	茅草	n	2	27
A300066	丛中	s	2	9
A300066	邻县	n	2	14
A300066	全然	d	2	18
A300067	攀上	v	2	22
A300067	海拔	n	2	18
A300067	千米	q	2	9
A300067	云	vg	1	4
A300067	山峰	n	2	18
A300067	眼见	v	2	15
A300067	山下	s	2	11
A300067	蜿蜒	z	2	26
A300067	大喊大叫	i	4	23
A300067	坚信	v	2	16
A300067	荒野	n	2	20
A300067	璀璨	z	2	32
A300067	夜明珠	n	3	26
A300068	公社	n	2	11
A300068	水文	n	2	8
A300069	装机容量	n	4	39
A300069	瑞墻	ns	2	0
A300069	管道	n	2	28
A300070	陡峭	a	2	19
A300071	粗粗	d	2	22
A300071	匡算	v	2	20
A300071	山路	n	2	21
A300071	里程	n	2	19
A300071	攀登	v	2	31
A300071	珠穆朗玛峰	ns	5	53
A300072	驱车	vd	2	11
A300073	安宝	nr	2	14
A300073	工棚	n	2	15
A300073	施工图	n	3	20
A300073	铅笔	n	2	20
A300077	隧洞	n	2	23
A300077	方案	n	2	14
A300077	浇注	v	2	17
A300078	山崖	n	2	19
A300078	涉	vg	1	10
A300078	深谷	n	2	18
A300078	第一手	b	3	16
A300078	地质	n	2	14
A300078	节省	v	2	14
A300078	五万	m	2	7
A300080	刮风	v	2	12
A300080	霜	n	1	17
A300080	降雪	vn	2	19
A300080	整天	d	2	20
A300080	洞	n	1	9
A300080	开挖	vn	2	13
A300080	衬	v	1	8
A300080	反复	d	2	13
A300080	测算	v	2	23
A300081	输	v	1	13
A300081	零四	m	2	18
A300081	全线	n	2	14
A300081	打通	v	2	15
A300081	优	ag	1	6
A300082	１８万	m	3	0
A300083	创业者	n	3	19
A300083	村村	n	2	14
A300083	通电	v	2	15
A300084	七月	t	2	6
A300084	电气化	vn	3	13
A300084	试点县	n	3	24
A300084	验收	vn	2	16
A300085	连任	v	2	13
A300085	县政协	j	3	22
A300086	永平	nr	2	20
A300086	专科学校	l	4	31
A300088	盒饭	n	2	18
A300089	英贵	nr	2	17
A300090	餐车	n	2	20
A300090	丰盛	a	2	15
A300090	午餐	n	2	20
A300090	用餐	v	2	21
A300091	特快	b	2	17
A300092	哈尔滨	ns	3	27
A300092	铁路局	n	3	30
A300092	志寰	nr	2	23
A300092	无动于衷	i	4	27
A300092	停留	v	2	21
A300092	书本	n	2	9
A310001	厅局长	j	3	15
A310001	雪地	n	2	17
A310001	班车	n	2	14
A310002	程孝	nr	2	19
A310003	晨	tg	1	11
A310003	呼和浩特	ns	4	36
A310003	汽车站	n	3	21
A310003	候车	vn	2	14
A310003	秩序井然	i	4	33
A310003	东南	f	2	14
A310003	西北	s	2	11
A310003	凉城	ns	2	19
A310004	包头	ns	2	10
A310004	煤海	n	2	23
A310004	乌达	ns	2	10
A310005	昨夜	t	2	17
A310005	鹅毛	n	2	16
A310005	呼市	j	2	13
A310005	积雪	n	2	21
A310005	脚腕子	n	3	26
A310006	蛮汉山	ns	3	25
A310006	盘山路	n	3	32
A310006	高坡	n	2	18
A310006	陡	a	1	9
A310006	天下	n	2	7
A310006	消融	v	2	14
A310006	路面	n	2	22
A310006	镜面	n	2	25
A310008	归心似箭	i	4	30
A310008	家人	n	2	12
A310008	安危	n	2	12
A310008	测	v	1	9
A310010	应急	vn	2	16
A310010	厅长	n	2	8
A310010	孟根达赉	nr	4	35
A310010	长聚	nr	2	18
A310010	带队	v	2	13
A310010	交通局	n	3	23
A310010	日晶	nr	2	16
A310010	越野车	n	3	27
A310010	探险	vn	2	20
A310010	开路	vn	2	17
A310011	分公司	n	3	13
A310011	除雪	vn	2	20
A310012	电告	v	2	12
A310012	凉	a	1	10
A310012	沿途	b	2	18
A310012	接应	vn	2	18
A310013	长淮	nr	2	15
A310013	上车	v	2	7
A310013	贵宝	nr	2	17
A310013	嘱咐	v	2	23
A310014	４６分	t	3	0
A310014	凉城县	ns	3	26
A310014	武	nr	1	8
A310014	建中	nr	2	12
A310014	拴元	nr	2	13
A310014	丹东	ns	2	9
A310014	黄海	ns	2	21
A310014	大客车	n	3	16
A310014	进发	v	2	12
A310015	１时	t	2	0
A310015	会合	v	2	12
A310016	１１７	m	3	0
A310016	目的地	n	3	19
A310018	含蓄	a	2	20
A310019	台北	ns	2	10
A310019	会旗	n	2	20
A310019	一刻	m	2	9
A310020	一江	nr	2	7
A310021	秋日	t	2	13
A310021	４１０	m	3	0
A310021	整齐	a	2	22
A310021	列队	v	2	10
A310021	亚运村	ns	3	20
A310021	升旗	vn	2	18
A310022	西装	n	2	18
A310022	玫瑰色	n	3	27
A310022	上装	n	2	15
A310022	训	v	1	5
A310023	会歌	n	2	20
A310023	乐曲声	n	3	18
A310023	晴空	n	2	20
A310023	徐徐	d	2	20
A310024	林寿	nr	2	15
A310025	总领队	n	3	24
A310026	跨越	vn	2	25
A310026	海峡	n	2	19
A310026	参赛	vn	2	22
A310027	武术	n	2	13
A310027	蓝	nr	1	13
A310027	孝勤	nr	2	20
A310027	小姐	n	2	11
A310027	体验	vn	2	17
A310028	１１０	m	3	0
A310028	举重	vn	2	18
A310028	屠	nr	1	11
A310028	阔别	v	2	19
A310029	恩江	nr	2	16
A310029	快慰	an	2	22
A310029	毕竟	d	2	17
A310030	分享	v	2	12
A310030	而已	y	2	9
A310030	焉	nr	1	11
A310031	时报	n	2	14
A310031	主笔	n	2	15
A310031	亚	j	1	6
A310031	理事会	n	3	25
A310031	汉城	ns	2	14
A310031	想象	v	2	24
A310032	身手	n	2	11
A310032	矫健	a	2	21
A310033	孙里村	ns	3	20
A310034	闰	nr	1	7
A310034	民	ng	1	5
A310034	虎	n	1	8
A310034	文杰	nr	2	12
A310035	临猗县	ns	3	27
A310035	锣鼓喧天	i	4	42
A310035	齐鸣	v	2	14
A310036	婚礼	n	2	16
A310036	楚	tg	1	13
A310036	协会	n	2	12
A310036	合办	v	2	10
A310036	大喜	n	2	15
A310037	穿着	n	2	20
A310037	老翁	n	2	16
A310037	老妪	n	2	13
A310037	搀扶	v	2	19
A310037	卧床不起	l	4	29
A310037	儿媳	n	2	15
A310037	平车	n	2	9
A310038	上书	v	2	7
A310039	敬老	v	2	18
A310039	孝	ng	1	7
A310039	老是	d	2	15
A310039	应有	v	2	13
A310039	美德	n	2	24
A310040	赡养	v	2	26
A310040	赋予	v	2	16
A310041	会长	n	2	10
A310041	天德	nr	2	19
A310042	排长	n	2	15
A310042	条凳	n	2	21
A310043	相映成辉	i	4	36
A310043	棉布	n	2	17
A310043	绒	ng	1	9
A310043	良	ag	1	7
A310043	爱不释手	i	4	30
A310044	洁白	z	2	14
A310044	碎步	n	2	20
A310044	捻	v	1	11
A310044	优劣	n	2	12
A310046	绒仙	nr	2	14
A310046	福气	n	2	17
A310047	乔焕	nr	2	17
A310047	单衣	n	2	14
A310048	褥	ng	1	15
A310048	幸福	a	2	21
A310048	唉声叹气	i	4	26
A310048	墙角	n	2	21
A310048	叹	v	1	5
A310048	儿孙	n	2	8
A310048	弗	dg	1	5
A310049	１３时	t	3	0
A310051	七八百	m	3	10
A310051	小院	n	2	12
A310052	红花	n	2	13
A310053	巨峰	nz	2	14
A310053	葡萄	n	2	23
A310054	限期	vd	2	20
A310054	拆洗	v	2	17
A310056	红灯	n	2	12
A310056	盛况	n	2	18
A310056	红灯记	nz	3	17
A310057	沐	nr	1	7
A310058	剧场	n	2	16
A310059	座无虚席	i	4	35
A310059	过道	n	2	20
A310059	椅子	n	2	15
A310059	座位	n	2	17
A310059	墙根	n	2	24
A310060	退票	v	2	20
A310061	胡同口	s	3	17
A310061	戏迷	n	2	15
A310061	碰运气	l	3	24
A310061	富余	vn	2	19
A310062	高个儿	n	3	15
A310062	猛地	d	2	17
A310064	抱歉	a	2	22
A310066	高涨	an	2	20
A310066	叫好声	n	3	18
A310067	革命家	n	3	27
A310067	刑场	n	2	12
A310067	斗争	vn	2	10
A310067	手帕	n	2	12
A310067	拭泪	v	2	17
A310068	起立	v	2	15
A310068	鼓掌	v	2	25
A310068	睹	vg	1	13
A310068	艺术家	n	3	19
A310068	８４	m	2	0
A310068	高龄	n	2	23
A310068	导演	n	2	20
A310068	阿甲	nr	2	12
A310069	穆之	nr	2	19
A310069	敬之	nr	2	15
A310069	昌本	nr	2	13
A310069	上台	v	2	8
A310069	谢意	n	2	25
A310069	相机	n	2	15
A310069	闪光灯	n	3	17
A310070	展演	vn	2	24
